id_evidencia,id_reporte,tipo_evidencia,descripcion,hash_demo,estado_cadena_custodia_demo
EVD-00098-1,NEXO-147-00098,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00098-1,Validada
EVD-00098-2,NEXO-147-00098,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00098-2,Pendiente
EVD-00098-3,NEXO-147-00098,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00098-3,Validada
EVD-00098-4,NEXO-147-00098,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00098-4,Validada
EVD-00099-1,NEXO-147-00099,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00099-1,Validada
EVD-00099-2,NEXO-147-00099,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00099-2,Pendiente
EVD-00099-3,NEXO-147-00099,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00099-3,Pendiente
EVD-00100-1,NEXO-147-00100,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00100-1,Validada
EVD-00100-2,NEXO-147-00100,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00100-2,Recibida
EVD-00100-3,NEXO-147-00100,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00100-3,Validada
EVD-00101-1,NEXO-147-00101,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00101-1,Pendiente
EVD-00101-2,NEXO-147-00101,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00101-2,Validada
EVD-00102-1,NEXO-147-00102,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00102-1,Validada
EVD-00103-1,NEXO-147-00103,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00103-1,Validada
EVD-00103-2,NEXO-147-00103,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00103-2,Pendiente
EVD-00104-1,NEXO-147-00104,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00104-1,Recibida
EVD-00105-1,NEXO-147-00105,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00105-1,Pendiente
EVD-00105-2,NEXO-147-00105,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00105-2,Validada
EVD-00106-1,NEXO-147-00106,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00106-1,Pendiente
EVD-00106-2,NEXO-147-00106,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00106-2,Recibida
EVD-00106-3,NEXO-147-00106,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00106-3,Recibida
EVD-00106-4,NEXO-147-00106,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00106-4,Validada
EVD-00107-1,NEXO-147-00107,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00107-1,Recibida
EVD-00108-1,NEXO-147-00108,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00108-1,Validada
EVD-00109-1,NEXO-147-00109,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00109-1,Validada
EVD-00109-2,NEXO-147-00109,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00109-2,Validada
EVD-00109-3,NEXO-147-00109,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00109-3,Validada
EVD-00110-1,NEXO-147-00110,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00110-1,Pendiente
EVD-00111-1,NEXO-147-00111,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00111-1,Pendiente
EVD-00111-2,NEXO-147-00111,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00111-2,Recibida
EVD-00112-1,NEXO-147-00112,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00112-1,Recibida
EVD-00113-1,NEXO-147-00113,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00113-1,Validada
EVD-00113-2,NEXO-147-00113,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00113-2,Validada
EVD-00113-3,NEXO-147-00113,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00113-3,Recibida
EVD-00114-1,NEXO-147-00114,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00114-1,Recibida
EVD-00115-1,NEXO-147-00115,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00115-1,Validada
EVD-00116-1,NEXO-147-00116,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00116-1,Pendiente
EVD-00117-1,NEXO-147-00117,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00117-1,Pendiente
EVD-00117-2,NEXO-147-00117,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00117-2,Pendiente
EVD-00117-3,NEXO-147-00117,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00117-3,Pendiente
EVD-00118-1,NEXO-147-00118,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00118-1,Recibida
EVD-00118-2,NEXO-147-00118,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00118-2,Recibida
EVD-00118-3,NEXO-147-00118,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00118-3,Pendiente
EVD-00119-1,NEXO-147-00119,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00119-1,Recibida
EVD-00120-1,NEXO-147-00120,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00120-1,Recibida
EVD-00121-1,NEXO-147-00121,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00121-1,Recibida
EVD-00122-1,NEXO-147-00122,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00122-1,Validada
EVD-00123-1,NEXO-147-00123,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00123-1,Validada
EVD-00123-2,NEXO-147-00123,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00123-2,Pendiente
EVD-00123-3,NEXO-147-00123,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00123-3,Validada
EVD-00124-1,NEXO-147-00124,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00124-1,Recibida
EVD-00124-2,NEXO-147-00124,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00124-2,Recibida
EVD-00124-3,NEXO-147-00124,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00124-3,Recibida
EVD-00124-4,NEXO-147-00124,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00124-4,Recibida
EVD-00125-1,NEXO-147-00125,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00125-1,Validada
EVD-00125-2,NEXO-147-00125,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00125-2,Pendiente
EVD-00125-3,NEXO-147-00125,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00125-3,Recibida
EVD-00126-1,NEXO-147-00126,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00126-1,Validada
EVD-00126-2,NEXO-147-00126,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00126-2,Pendiente
EVD-00127-1,NEXO-147-00127,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00127-1,Validada
EVD-00127-2,NEXO-147-00127,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00127-2,Validada
EVD-00127-3,NEXO-147-00127,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00127-3,Pendiente
EVD-00128-1,NEXO-147-00128,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00128-1,Pendiente
EVD-00129-1,NEXO-147-00129,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00129-1,Pendiente
EVD-00129-2,NEXO-147-00129,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00129-2,Validada
EVD-00130-1,NEXO-147-00130,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00130-1,Pendiente
EVD-00130-2,NEXO-147-00130,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00130-2,Validada
EVD-00130-3,NEXO-147-00130,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00130-3,Pendiente
EVD-00130-4,NEXO-147-00130,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00130-4,Pendiente
EVD-00131-1,NEXO-147-00131,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00131-1,Validada
EVD-00132-1,NEXO-147-00132,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00132-1,Validada
EVD-00132-2,NEXO-147-00132,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00132-2,Validada
EVD-00133-1,NEXO-147-00133,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00133-1,Validada
EVD-00134-1,NEXO-147-00134,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00134-1,Validada
EVD-00134-2,NEXO-147-00134,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00134-2,Validada
EVD-00134-3,NEXO-147-00134,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00134-3,Recibida
EVD-00134-4,NEXO-147-00134,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00134-4,Validada
EVD-00135-1,NEXO-147-00135,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00135-1,Validada
EVD-00136-1,NEXO-147-00136,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00136-1,Validada
EVD-00137-1,NEXO-147-00137,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00137-1,Recibida
EVD-00137-2,NEXO-147-00137,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00137-2,Validada
EVD-00137-3,NEXO-147-00137,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00137-3,Recibida
EVD-00138-1,NEXO-147-00138,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00138-1,Recibida
EVD-00139-1,NEXO-147-00139,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00139-1,Recibida
EVD-00139-2,NEXO-147-00139,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00139-2,Recibida
EVD-00139-3,NEXO-147-00139,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00139-3,Recibida
EVD-00139-4,NEXO-147-00139,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00139-4,Pendiente
EVD-00140-1,NEXO-147-00140,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00140-1,Pendiente
EVD-00141-1,NEXO-147-00141,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00141-1,Pendiente
EVD-00142-1,NEXO-147-00142,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00142-1,Validada
EVD-00142-2,NEXO-147-00142,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00142-2,Recibida
EVD-00142-3,NEXO-147-00142,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00142-3,Validada
EVD-00143-1,NEXO-147-00143,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00143-1,Validada
EVD-00143-2,NEXO-147-00143,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00143-2,Validada
EVD-00143-3,NEXO-147-00143,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00143-3,Validada
EVD-00143-4,NEXO-147-00143,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00143-4,Pendiente
EVD-00144-1,NEXO-147-00144,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00144-1,Recibida
EVD-00145-1,NEXO-147-00145,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00145-1,Recibida
EVD-00145-2,NEXO-147-00145,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00145-2,Validada
EVD-00145-3,NEXO-147-00145,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00145-3,Validada
EVD-00146-1,NEXO-147-00146,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00146-1,Validada
EVD-00147-1,NEXO-147-00147,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00147-1,Recibida
EVD-00148-1,NEXO-147-00148,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00148-1,Recibida
EVD-00148-2,NEXO-147-00148,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00148-2,Pendiente
EVD-00149-1,NEXO-147-00149,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00149-1,Recibida
EVD-00149-2,NEXO-147-00149,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00149-2,Recibida
EVD-00149-3,NEXO-147-00149,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00149-3,Recibida
EVD-00150-1,NEXO-147-00150,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00150-1,Validada
EVD-00151-1,NEXO-147-00151,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00151-1,Recibida
EVD-00151-2,NEXO-147-00151,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00151-2,Pendiente
EVD-00152-1,NEXO-147-00152,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00152-1,Recibida
EVD-00152-2,NEXO-147-00152,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00152-2,Recibida
EVD-00153-1,NEXO-147-00153,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00153-1,Validada
EVD-00153-2,NEXO-147-00153,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00153-2,Recibida
EVD-00154-1,NEXO-147-00154,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00154-1,Recibida
EVD-00154-2,NEXO-147-00154,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00154-2,Pendiente
EVD-00155-1,NEXO-147-00155,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00155-1,Validada
EVD-00155-2,NEXO-147-00155,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00155-2,Recibida
EVD-00155-3,NEXO-147-00155,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00155-3,Pendiente
EVD-00156-1,NEXO-147-00156,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00156-1,Pendiente
EVD-00156-2,NEXO-147-00156,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00156-2,Recibida
EVD-00156-3,NEXO-147-00156,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00156-3,Validada
EVD-00157-1,NEXO-147-00157,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00157-1,Recibida
EVD-00157-2,NEXO-147-00157,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00157-2,Pendiente
EVD-00158-1,NEXO-147-00158,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00158-1,Validada
EVD-00158-2,NEXO-147-00158,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00158-2,Pendiente
EVD-00158-3,NEXO-147-00158,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00158-3,Validada
EVD-00159-1,NEXO-147-00159,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00159-1,Recibida
EVD-00159-2,NEXO-147-00159,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00159-2,Pendiente
EVD-00160-1,NEXO-147-00160,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00160-1,Pendiente
EVD-00160-2,NEXO-147-00160,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00160-2,Recibida
EVD-00160-3,NEXO-147-00160,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00160-3,Pendiente
EVD-00161-1,NEXO-147-00161,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00161-1,Pendiente
EVD-00161-2,NEXO-147-00161,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00161-2,Pendiente
EVD-00161-3,NEXO-147-00161,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00161-3,Validada
EVD-00161-4,NEXO-147-00161,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00161-4,Pendiente
EVD-00162-1,NEXO-147-00162,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00162-1,Pendiente
EVD-00163-1,NEXO-147-00163,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00163-1,Validada
EVD-00164-1,NEXO-147-00164,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00164-1,Validada
EVD-00164-2,NEXO-147-00164,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00164-2,Recibida
EVD-00164-3,NEXO-147-00164,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00164-3,Validada
EVD-00164-4,NEXO-147-00164,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00164-4,Recibida
EVD-00165-1,NEXO-147-00165,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00165-1,Recibida
EVD-00165-2,NEXO-147-00165,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00165-2,Validada
EVD-00166-1,NEXO-147-00166,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00166-1,Validada
EVD-00166-2,NEXO-147-00166,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00166-2,Validada
EVD-00166-3,NEXO-147-00166,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00166-3,Recibida
EVD-00167-1,NEXO-147-00167,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00167-1,Recibida
EVD-00168-1,NEXO-147-00168,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00168-1,Validada
EVD-00169-1,NEXO-147-00169,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00169-1,Recibida
EVD-00169-2,NEXO-147-00169,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00169-2,Pendiente
EVD-00169-3,NEXO-147-00169,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00169-3,Validada
EVD-00170-1,NEXO-147-00170,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00170-1,Validada
EVD-00170-2,NEXO-147-00170,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00170-2,Pendiente
EVD-00170-3,NEXO-147-00170,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00170-3,Pendiente
EVD-00171-1,NEXO-147-00171,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00171-1,Pendiente
EVD-00171-2,NEXO-147-00171,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00171-2,Recibida
EVD-00171-3,NEXO-147-00171,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00171-3,Pendiente
EVD-00172-1,NEXO-147-00172,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00172-1,Validada
EVD-00172-2,NEXO-147-00172,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00172-2,Pendiente
EVD-00172-3,NEXO-147-00172,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00172-3,Pendiente
EVD-00173-1,NEXO-147-00173,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00173-1,Recibida
EVD-00173-2,NEXO-147-00173,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00173-2,Recibida
EVD-00173-3,NEXO-147-00173,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00173-3,Pendiente
EVD-00174-1,NEXO-147-00174,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00174-1,Validada
EVD-00175-1,NEXO-147-00175,Sin evidencia inicial,Evidencia sintética tipo Sin evidencia inicial,SHA256-DEMO-00175-1,Validada
EVD-00176-1,NEXO-147-00176,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00176-1,Validada
EVD-00177-1,NEXO-147-00177,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00177-1,Recibida
EVD-00177-2,NEXO-147-00177,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00177-2,Validada
EVD-00177-3,NEXO-147-00177,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00177-3,Recibida
EVD-00178-1,NEXO-147-00178,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00178-1,Validada
EVD-00178-2,NEXO-147-00178,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00178-2,Recibida
EVD-00178-3,NEXO-147-00178,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00178-3,Validada
EVD-00179-1,NEXO-147-00179,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00179-1,Validada
EVD-00179-2,NEXO-147-00179,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00179-2,Pendiente
EVD-00179-3,NEXO-147-00179,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00179-3,Validada
EVD-00180-1,NEXO-147-00180,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00180-1,Validada
EVD-00180-2,NEXO-147-00180,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00180-2,Pendiente
EVD-00181-1,NEXO-147-00181,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00181-1,Validada
EVD-00181-2,NEXO-147-00181,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00181-2,Validada
EVD-00181-3,NEXO-147-00181,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00181-3,Pendiente
EVD-00181-4,NEXO-147-00181,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00181-4,Validada
EVD-00182-1,NEXO-147-00182,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00182-1,Pendiente
EVD-00182-2,NEXO-147-00182,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00182-2,Recibida
EVD-00182-3,NEXO-147-00182,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00182-3,Pendiente
EVD-00183-1,NEXO-147-00183,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00183-1,Validada
EVD-00183-2,NEXO-147-00183,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00183-2,Validada
EVD-00183-3,NEXO-147-00183,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00183-3,Validada
EVD-00184-1,NEXO-147-00184,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00184-1,Pendiente
EVD-00184-2,NEXO-147-00184,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00184-2,Recibida
EVD-00185-1,NEXO-147-00185,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00185-1,Pendiente
EVD-00186-1,NEXO-147-00186,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00186-1,Pendiente
EVD-00187-1,NEXO-147-00187,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00187-1,Validada
EVD-00188-1,NEXO-147-00188,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00188-1,Recibida
EVD-00188-2,NEXO-147-00188,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00188-2,Pendiente
EVD-00189-1,NEXO-147-00189,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00189-1,Recibida
EVD-00189-2,NEXO-147-00189,Audio de llamada,Evidencia sintética tipo Audio de llamada,SHA256-DEMO-00189-2,Recibida
EVD-00189-3,NEXO-147-00189,Enlace sospechoso,Evidencia sintética tipo Enlace sospechoso,SHA256-DEMO-00189-3,Pendiente
EVD-00189-4,NEXO-147-00189,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00189-4,Recibida
EVD-00190-1,NEXO-147-00190,Correo amenazante,Evidencia sintética tipo Correo amenazante,SHA256-DEMO-00190-1,Recibida
EVD-00191-1,NEXO-147-00191,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00191-1,Pendiente
EVD-00191-2,NEXO-147-00191,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00191-2,Validada
EVD-00192-1,NEXO-147-00192,Comprobante de pago,Evidencia sintética tipo Comprobante de pago,SHA256-DEMO-00192-1,Validada
EVD-00193-1,NEXO-147-00193,Número telefónico,Evidencia sintética tipo Número telefónico,SHA256-DEMO-00193-1,Recibida
EVD-00193-2,NEXO-147-00193,Captura WhatsApp,Evidencia sintética tipo Captura WhatsApp,SHA256-DEMO-00193-2,Pendiente
EVD-00193-3,NEXO-147-00193,Mensaje SMS,Evidencia sintética tipo Mensaje SMS,SHA256-DEMO-00193-3,Recibida
